Ward,Division,WardDiv,Ward-Division,Top Bullet,Top Bullet Votes,Top Pair,Top Pair Votes,0 Votes,1 Votes,2 Votes,3 Votes,4 Votes,5 Votes,Oh,O'Brien,Tracy,Tinney,Taubenberger,Wolfe,Williams,Write-in,Oh & O'Brien,Oh & Tracy,Oh & Tinney,Oh & Taubenberger,Oh & Wolfe,Oh & Williams,Williams & Tracy,Williams & Tinney,Williams & O'Brien,Williams & Taubenberger,Williams & Wolfe,Tracy & Tinney,Tracy & O'Brien,Tracy & Taubenberger,Tracy & Wolfe,Tinney & O'Brien,Tinney & Taubenberger,Tinney & Wolfe,O'Brien & Taubenberger,O'Brien & Wolfe,Taubenberger & Wolfe,Taubenberger & write-in,Oh & Write & In
56,11,5611,56-11,Tie: Oh/O'Brien/Tracy,1,Oh & O'Brien,1,,3,1,3,1,2,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
56,12,5612,56-12,Taubenberger,3,Tie: Oh & O'Brien/Oh & Taubenberger/Tinney & Wolfe,1,,4,3,2,3,12,1,,,,3,,,,1,,,1,,,,,,,,,,,,,,1,,,,,
56,13,5613,56-13,Taubenberger,3,Tie: Oh & O'Brien/Oh & Tracy/Oh & Taubenberger/Oh & Wolfe,1,1,3,4,4,3,7,,,,,3,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,
56,14,5614,56-14,Oh,2,Tie: Tinney & Taubenberger/O'Brien & Taubenberger,1,1,3,2,1,1,5,2,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,
56,15,5615,56-15,Taubenberger,1,Tie: Oh & Taubenberger/Tinney & O'Brien/O'Brien & Wolfe,1,2,1,3,3,3,7,,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,1,,,
56,16,5616,56-16,Oh,2,Taubenberger & Wolfe,1,1,3,1,5,1,4,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,
56,17,5617,56-17,Taubenberger,2,,0,2,4,,4,2,9,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
56,18,5618,56-18,Tie: Tracy/Tinney/Taubenberger,2,O'Brien & Taubenberger,2,1,6,3,4,2,6,,,2,2,2,,,,,,,,,,,,,,,,,,,1,,,2,,,,
56,19,5619,56-19,Taubenberger,5,Oh & Tinney,3,,10,8,6,2,2,2,3,,,5,,,,1,,3,1,,2,,,,,,,,1,,,,,,,,,
56,20,5620,56-20,Taubenberger,1,,0,,1,,1,1,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
56,21,5621,56-21,,0,,0,,,,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,22,5622,56-22,O'Brien,1,Taubenberger & Wolfe,1,5,1,1,2,2,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
56,23,5623,56-23,Oh,2,Tie: Oh & Tracy/Tinney & O'Brien,1,,3,2,2,5,7,2,,,,1,,,,,1,,,,,,,,,,,,,,1,,,,,,,
56,24,5624,56-24,Taubenberger,2,Taubenberger & Wolfe,3,,3,5,3,,6,,,,,2,,1,,,,,,,,,1,,,,1,,,,,,,,,3,,
56,25,5625,56-25,Taubenberger,1,Oh & Tracy,1,,1,1,3,1,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
56,26,5626,56-26,Tie: Tracy/Taubenberger,3,Tinney & Taubenberger,2,1,8,4,3,3,9,1,,3,,3,,1,,,,,,,1,,,,1,,,,,,,2,,,,,,
56,27,5627,56-27,Wolfe,1,Oh & Tinney,1,,1,1,4,,3,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
56,28,5628,56-28,Williams,2,O'Brien & Wolfe,1,,3,1,6,,3,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,
56,29,5629,56-29,Taubenberger,3,O'Brien & Taubenberger,1,2,3,1,2,1,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,1,,,,
56,30,5630,56-30,Oh,1,Oh & O'Brien,1,4,1,1,2,,5,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
56,31,5631,56-31,Taubenberger,3,,0,3,6,,4,,4,1,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
56,32,5632,56-32,Taubenberger,4,O'Brien & Taubenberger,3,1,7,4,12,2,10,,,,,4,3,,,1,,,,,,,,,,,,,,,,,,3,,,,
56,33,5633,56-33,Taubenberger,4,Tie: Tinney & O'Brien/O'Brien & Taubenberger,1,,6,2,7,3,6,,,1,1,4,,,,,,,,,,,,,,,,,,,1,,,1,,,,
56,34,5634,56-34,Taubenberger,4,Tie: Tinney & O'Brien/Tinney & Taubenberger/O'Brien & Taubenberger,1,,6,3,1,1,4,1,1,,,4,,,,,,,,,,,,,,,,,,,1,1,,1,,,,
56,35,5635,56-35,Tie: Oh/Tinney,2,Tie: Oh & Tinney/Oh & Taubenberger,1,,5,2,2,1,3,2,,,2,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,
56,36,5636,56-36,Oh,2,,0,,3,,2,1,4,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
56,37,5637,56-37,,0,Tie: Williams & Tracy/Tinney & O'Brien/O'Brien & Taubenberger,1,,,3,7,5,6,,,,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,
56,38,5638,56-38,Taubenberger,6,O'Brien & Taubenberger,1,1,8,1,4,2,3,1,,,,6,1,,,,,,,,,,,,,,,,,,,,,1,,,,
56,39,5639,56-39,Tie: O'Brien/Tinney/Wolfe,1,Tie: Oh & Tracy/Williams & O'Brien/O'Brien & Taubenberger,1,1,3,3,1,1,6,,1,,1,,1,,,,1,,,,,,,1,,,,,,,,,,1,,,,
56,40,5640,56-40,Taubenberger,3,Tie: Oh & O'Brien/Oh & Taubenberger/Oh & Williams/Taubenberger & Wolfe,1,1,3,4,1,,2,,,,,3,,,,1,,,1,,1,,,,,,,,,,,,,,,1,,
56,41,5641,56-41,Taubenberger,3,Tie: Oh & O'Brien/Oh & Tinney,1,2,6,2,3,,3,1,2,,,3,,,,1,,1,,,,,,,,,,,,,,,,,,,,
57,1,5701,57-1,O'Brien,9,Tinney & O'Brien,4,,10,7,9,5,9,,9,1,,,,,,,,,,,,,,,,,,1,,,4,,,2,,,,
57,2,5702,57-2,O'Brien,9,Oh & O'Brien,2,2,14,3,4,1,10,1,9,2,2,,,,,2,,,,,,,,,,,,,,,1,,,,,,,
57,3,5703,57-3,Oh,3,Oh & O'Brien,2,3,7,6,3,2,17,3,2,,1,,1,,,2,,,,,,,,,,,1,,,,1,1,,1,,,,
57,4,5704,57-4,Tie: Oh/Taubenberger,2,Tie: Oh & O'Brien/Tracy & Tinney/O'Brien & Taubenberger,1,1,5,3,5,2,7,2,1,,,2,,,,1,,,,,,,,,,,1,,,,,,,1,,,,
57,5,5705,57-5,O'Brien,2,Tracy & O'Brien,2,5,5,2,3,1,1,1,2,,,1,1,,,,,,,,,,,,,,,2,,,,,,,,,,
57,6,5706,57-6,Tie: Oh/Taubenberger,1,,0,,2,,2,,2,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
57,7,5707,57-7,Tie: Tracy/Tinney/Wolfe,1,,0,,3,,3,,2,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
57,8,5708,57-8,O'Brien,4,O'Brien & Taubenberger,5,,6,6,2,2,11,2,4,,,,,,,,,,1,,,,,,,,,,,,,,,5,,,,
57,9,5709,57-9,Tie: O'Brien/Taubenberger,2,Tie: Oh & Taubenberger/Tracy & O'Brien,1,1,5,2,3,1,5,1,2,,,2,,,,,,,1,,,,,,,,,1,,,,,,,,,,
57,10,5710,57-10,O'Brien,6,Tie: Oh & O'Brien/Oh & Tracy/Tinney & O'Brien/O'Brien & Taubenberger,1,2,7,4,9,2,6,1,6,,,,,,,1,1,,,,,,,,,,,,,,1,,,1,,,,
57,11,5711,57-11,O'Brien,10,Tracy & O'Brien,2,1,16,6,10,2,13,,10,,4,2,,,,1,,,,,,,,1,,,1,2,,,1,,,,,,,
57,12,5712,57-12,O'Brien,6,O'Brien & Taubenberger,3,1,14,5,10,1,16,2,6,2,4,,,,,1,,,,,,,,,,,,,,,,,,3,1,,,
57,13,5713,57-13,Oh,6,O'Brien & Taubenberger,9,,16,15,17,5,24,6,1,1,1,5,1,1,,2,,,1,,1,,,,,,,,,,1,1,,9,,,,
57,14,5714,57-14,Oh,3,Tie: Oh & O'Brien/Oh & Tracy/Oh & Wolfe/Tinney & O'Brien/O'Brien & Taubenberger/O'Brien & Wolfe,1,3,6,6,10,7,15,3,1,,2,,,,,1,1,,,1,,,,,,,,,,,1,,,1,1,,,
57,15,5715,57-15,O'Brien,4,Tie: Tinney & Taubenberger/O'Brien & Taubenberger/O'Brien & Wolfe,1,1,7,3,7,2,5,1,4,1,1,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,
57,16,5716,57-16,O'Brien,7,Tinney & O'Brien,1,,8,1,5,2,14,1,7,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
57,17,5717,57-17,O'Brien,11,Tinney & O'Brien,3,4,17,6,6,4,11,2,11,1,2,1,,,,,,,,,,,,,,,,1,,,3,,1,,1,,,
57,18,5718,57-18,O'Brien,5,O'Brien & Taubenberger,3,3,8,10,13,7,12,2,5,1,,,,,,1,,,,,1,,,1,,,,2,,,1,,,3,1,,,
57,19,5719,57-19,O'Brien,3,O'Brien & Taubenberger,4,2,4,8,2,2,6,,3,,1,,,,,2,,,,,,,1,,,,,,,,1,,,4,,,,
57,20,5720,57-20,Taubenberger,2,,0,,5,,3,2,4,1,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
57,21,5721,57-21,O'Brien,9,Oh & O'Brien,2,,10,5,5,5,3,,9,1,,,,,,2,,,,,,,,,,,,1,,,1,,,1,,,,
57,22,5722,57-22,Oh,3,O'Brien & Taubenberger,2,1,9,4,7,5,8,3,2,2,,1,,1,,1,,,,,,,,,,,,,,,,1,,2,,,,
57,23,5723,57-23,Oh,3,O'Brien & Taubenberger,4,,4,7,1,6,12,3,1,,,,,,,3,,,,,,,,,,,,,,,,,,4,,,,
57,24,5724,57-24,O'Brien,4,Tie: Oh & O'Brien/Tracy & Tinney/Tinney & O'Brien,1,,7,3,6,4,9,2,4,,1,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,
57,25,5725,57-25,O'Brien,5,Tie: Tracy & Tinney/Tinney & O'Brien,2,1,5,5,5,2,12,,5,,,,,,,,,,,,,,,,,,2,,,,2,,,1,,,,
57,26,5726,57-26,,0,O'Brien & Taubenberger,1,2,,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
57,27,5727,57-27,,0,Tie: Oh & O'Brien/Tinney & O'Brien/Taubenberger & Wolfe,1,,,3,1,,3,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,1,,
57,28,5728,57-28,O'Brien,8,Tinney & O'Brien,3,4,9,7,4,,5,,8,,,,1,,,1,,,,,,,,,,,,,,,3,,,1,1,1,,
58,1,5801,58-1,Taubenberger,2,Tracy & Taubenberger,1,3,3,1,2,1,3,,,,,2,,1,,,,,,,,,,,,,,,1,,,,,,,,,
58,2,5802,58-2,,0,Oh & Williams,1,,,1,3,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
58,3,5803,58-3,Oh,6,O'Brien & Taubenberger,2,2,9,6,6,2,5,6,1,1,,,,1,,,,,,,1,,,,1,,,,,,1,1,,2,,,,
58,4,5804,58-4,Oh,4,O'Brien & Taubenberger,12,3,14,30,25,7,22,4,2,2,3,2,,1,,4,,,2,,,,,,,,1,,2,,2,3,,12,1,3,,
58,5,5805,58-5,Oh,4,Oh & O'Brien,2,7,7,5,8,5,13,4,1,,2,,,,,2,,,,,,,,,,,,,,,,1,,1,1,,,
58,6,5806,58-6,Tinney,2,Tracy & Tinney,2,3,7,6,9,4,6,1,1,1,2,,1,1,,1,,,1,,1,,,,,,2,,,,,,,,,1,,
58,7,5807,58-7,Tie: O'Brien/Tracy,2,Tinney & O'Brien,2,10,6,9,4,3,12,1,2,2,,,1,,,,1,1,1,1,1,,,,,,1,,,,2,,,1,,,,
58,8,5808,58-8,O'Brien,1,Tie: Oh & Tracy/Williams & Tinney/Tracy & Tinney/Tinney & O'Brien/Tinney & Wolfe,1,1,1,5,6,2,2,,1,,,,,,,,1,,,,,,1,,,,1,,,,1,,1,,,,,
58,9,5809,58-9,Oh,3,Tie: Oh & Wolfe/Oh & Williams,2,4,6,5,6,6,13,3,,2,1,,,,,,,,1,2,2,,,,,,,,,,,,,,,,,
58,10,5810,58-10,Oh,3,Oh & Tracy,2,5,4,4,8,4,13,3,1,,,,,,,1,2,,,,,1,,,,,,,,,,,,,,,,
58,11,5811,58-11,Taubenberger,2,Tinney & Taubenberger,2,2,4,10,3,5,13,1,,,1,2,,,,1,,,1,,,,,,,,1,,1,1,1,2,,1,,1,,
58,12,5812,58-12,Tie: Oh/Taubenberger,2,Oh & Williams,3,2,4,7,6,2,10,2,,,,2,,,,1,,,,,3,,,,,,,,,,,,1,1,,1,,
58,13,5813,58-13,O'Brien,4,Tie: Oh & O'Brien/Oh & Tinney/Tinney & Taubenberger/O'Brien & Taubenberger/Taubenberger & Wolfe,1,1,13,5,8,6,11,3,4,,1,3,,2,,1,,1,,,,,,,,,,,,,,1,,1,,1,,
58,14,5814,58-14,Tinney,2,O'Brien & Taubenberger,2,6,2,2,5,2,5,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,
58,15,5815,58-15,Tinney,1,Tracy & Tinney,1,1,1,1,1,,5,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,
58,16,5816,58-16,Taubenberger,5,Tinney & O'Brien,5,3,12,12,21,9,16,,3,2,2,5,,,,,1,,,,,,,,,,2,,,,5,1,2,1,,,,
58,17,5817,58-17,Oh,4,Tie: Oh & Tracy/Oh & Taubenberger/Tracy & O'Brien/Tinney & O'Brien,1,,6,4,2,7,9,4,,1,,1,,,,,1,,1,,,,,,,,,1,,,1,,,,,,,
58,18,5818,58-18,Tie: O'Brien/Taubenberger/Wolfe,1,Tinney & Wolfe,1,,3,1,3,1,4,,1,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,
58,19,5819,58-19,Taubenberger,4,O'Brien & Taubenberger,2,4,14,6,14,4,8,1,3,1,2,4,1,2,,1,,,1,,,,,,,,,,1,,1,,,2,,,,
58,20,5820,58-20,Taubenberger,5,,0,1,7,,2,1,7,,,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,
58,21,5821,58-21,O'Brien,4,Tie: Oh & Tracy/O'Brien & Taubenberger,2,6,7,8,13,4,20,1,4,,,,1,1,,1,2,1,,,,,,,,,,1,,,,,1,2,,,,
58,22,5822,58-22,Oh,5,Tie: Oh & O'Brien/Oh & Tracy/Oh & Williams/O'Brien & Taubenberger/O'Brien & Wolfe,1,2,10,5,8,7,10,5,2,,3,,,,,1,1,,,,1,,,,,,,,,,,,,1,1,,,
58,23,5823,58-23,Oh,2,O'Brien & Taubenberger,2,1,4,5,7,7,12,2,1,,1,,,,,1,,,,,,,,,,,1,,,,,,,2,,1,,
58,24,5824,58-24,O'Brien,4,O'Brien & Taubenberger,3,2,12,10,9,3,13,3,4,1,2,1,1,,,,1,1,,2,1,,,,,,,,,1,1,,,3,,,,
58,25,5825,58-25,Oh,6,Tracy & O'Brien,2,2,9,4,11,1,6,6,,,3,,,,,1,,,,,,,,,,,,2,,,,,,1,,,,
58,26,5826,58-26,Tie: O'Brien/Taubenberger,2,Tie: Oh & O'Brien/Oh & Taubenberger/Tinney & O'Brien/Taubenberger & Wolfe,1,6,5,4,5,3,10,,2,1,,2,,,,1,,,1,,,,,,,,,,,,1,,,,,1,,
58,27,5827,58-27,Tinney,3,Tinney & O'Brien,3,5,5,6,3,2,7,1,1,,3,,,,,,,,,1,,,,,,,,,,,3,,,,1,1,,
58,28,5828,58-28,Williams,2,Tie: Tinney & Taubenberger/O'Brien & Taubenberger,1,6,6,2,5,2,9,,1,1,1,1,,2,,,,,,,,,,,,,,,,,,1,,1,,,,
58,29,5829,58-29,O'Brien,4,Tie: Oh & O'Brien/Oh & Taubenberger,3,6,11,6,10,4,18,3,4,1,2,1,,,,3,,,3,,,,,,,,,,,,,,,,,,,
58,30,5830,58-30,Tie: Tracy/Taubenberger,1,Tracy & O'Brien,2,4,2,4,4,,10,,,1,,1,,,,,1,,1,,,,,,,,,2,,,,,,,,,,
58,31,5831,58-31,Taubenberger,2,Tie: Oh & Williams/Tinney & Taubenberger/O'Brien & Taubenberger,1,2,5,3,9,3,6,1,1,,,2,1,,,,,,,,1,,,,,,,,,,,1,,1,,,,
58,32,5832,58-32,Oh,3,Oh & Tracy,1,,3,1,5,1,5,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
58,33,5833,58-33,Tie: Oh/Tracy,3,Tie: Oh & Taubenberger/Williams & Tracy/Tracy & Taubenberger,1,2,8,3,5,3,4,3,1,3,,1,,,,,,,1,,,1,,,,,,,1,,,,,,,,,
58,34,5834,58-34,Tie: Oh/Wolfe/Williams,1,Oh & Williams,4,1,3,10,2,3,5,1,,,,,1,1,,1,,,2,,4,,,,,,,,,,,,1,2,,,,
58,35,5835,58-35,Tinney,6,Tie: Oh & Tinney/Oh & Williams/Williams & Tracy/Tinney & O'Brien,1,9,22,4,13,5,5,2,2,5,6,4,,3,,,,1,,,1,1,,,,,,,,,1,,,,,,,
58,36,5836,58-36,Taubenberger,1,O'Brien & Taubenberger,1,,1,1,1,2,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,
58,37,5837,58-37,Oh,2,Tie: Williams & Taubenberger/Tracy & Taubenberger,1,5,5,2,4,2,6,2,,,1,1,1,,,,,,,,,,,,1,,,,1,,,,,,,,,
58,38,5838,58-38,Oh,1,,0,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,39,5839,58-39,Oh,5,O'Brien & Taubenberger,7,1,15,15,11,4,15,5,1,3,3,3,,,,2,1,,,1,,1,,,1,,,,,,1,,1,7,,,,
58,40,5840,58-40,Oh,2,Oh & Wolfe,1,1,3,1,3,2,3,2,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
58,41,5841,58-41,Tie: Oh/O'Brien,6,O'Brien & Taubenberger,9,8,24,27,24,10,34,6,6,3,4,3,2,,,3,,,3,,,,,,1,,2,,,,2,3,1,9,1,2,,
58,42,5842,58-42,Oh,2,Oh & O'Brien,1,1,4,1,8,3,6,2,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,
58,43,5843,58-43,Taubenberger,3,O'Brien & Taubenberger,2,1,5,4,6,3,7,,1,1,,3,,,,,,1,,,,,,,,,,,,,,1,,2,,,,
58,44,5844,58-44,Tie: Oh/O'Brien/Tracy,1,Tie: Tinney & O'Brien/O'Brien & Taubenberger,1,3,3,2,8,2,12,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,
59,1,5901,59-1,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2,5902,59-2,,0,,0,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,3,5903,59-3,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,4,5904,59-4,,0,Oh & Wolfe,1,,,1,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
59,5,5905,59-5,Oh,1,,0,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,6,5906,59-6,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,7,5907,59-7,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,8,5908,59-8,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,9,5909,59-9,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,10,5910,59-10,,0,Oh & Tracy,2,,,2,,,3,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
59,11,5911,59-11,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,12,5912,59-12,Oh,1,,0,2,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,13,5913,59-13,Williams,1,Tie: Oh & Tinney/Tracy & O'Brien,1,,1,2,,,1,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,
59,14,5914,59-14,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,15,5915,59-15,Wolfe,1,,0,,1,,4,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
59,16,5916,59-16,,0,,0,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,17,5917,59-17,,0,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,18,5918,59-18,Oh,1,,0,1,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,19,5919,59-19,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,20,5920,59-20,,0,,0,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,21,5921,59-21,,0,,0,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,22,5922,59-22,,0,Tracy & Wolfe,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
59,23,5923,59-23,,0,,0,2,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,24,5924,59-24,Oh,1,,0,2,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,25,5925,59-25,Tie: Oh/Williams,1,,0,1,2,,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
60,1,6001,60-1,Oh,1,,0,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2,6002,60-2,Wolfe,1,,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
60,3,6003,60-3,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,4,6004,60-4,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,5,6005,60-5,,0,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,6,6006,60-6,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,7,6007,60-7,,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,8,6008,60-8,,0,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,9,6009,60-9,Williams,1,Tracy & Wolfe,2,,1,3,,,,,,,,,,1,,,,,,,,,,1,,,,,,2,,,,,,,,
60,10,6010,60-10,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,11,6011,60-11,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,12,6012,60-12,,0,Oh & Tinney,1,,,1,2,1,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
60,13,6013,60-13,,0,Tracy & Wolfe,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
60,14,6014,60-14,Tracy,1,,0,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,15,6015,60-15,,0,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,16,6016,60-16,Wolfe,1,,0,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
60,17,6017,60-17,,0,Oh & Wolfe,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
60,18,6018,60-18,,0,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,19,6019,60-19,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,20,6020,60-20,,0,,0,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,21,6021,60-21,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,22,6022,60-22,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,23,6023,60-23,,0,,0,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1,6101,61-1,O'Brien,1,Tie: Oh & Tracy/Oh & Williams,1,1,1,2,,,1,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,
61,2,6102,61-2,Oh,1,,0,,1,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,3,6103,61-3,,0,,0,,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,4,6104,61-4,Williams,1,Oh & Williams,1,,1,1,1,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,
61,5,6105,61-5,Williams,1,,0,2,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
61,6,6106,61-6,Tie: Oh/Williams,1,,0,,2,,2,1,2,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
61,7,6107,61-7,,0,Tie: Oh & Wolfe/Oh & Williams,1,,,2,1,2,3,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,
61,8,6108,61-8,,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,9,6109,61-9,,0,Taubenberger & Wolfe,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
61,10,6110,61-10,,0,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,11,6111,61-11,,0,Oh & Tracy,1,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
61,12,6112,61-12,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,13,6113,61-13,Oh,1,,0,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,14,6114,61-14,,0,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,15,6115,61-15,,0,Oh & Taubenberger,1,,,1,4,,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
61,16,6116,61-16,Oh,2,,0,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,17,6117,61-17,Oh,2,Tie: Oh & O'Brien/Oh & Tracy,1,,3,2,1,,,2,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,
61,18,6118,61-18,Tie: Oh/Williams,1,,0,,2,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
61,19,6119,61-19,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,20,6120,61-20,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,21,6121,61-21,Wolfe,1,,0,1,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
61,22,6122,61-22,Tie: Oh/O'Brien,1,,0,2,2,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,23,6123,61-23,Oh,2,Tracy & Tinney,1,,3,1,2,,1,2,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
61,24,6124,61-24,O'Brien,1,,0,2,1,,2,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
